,Hospital Name,Hospital Address,City Name,Pin Code,State,Hospital Type,Contact Number
3682,ANTARANG HOSPITAL - KOLHAPUR,"5D/1, E-Ward, Near Mahaveer College, New Palace Road, Kolhapur", KOLHAPUR, 416003, MAHARASHTRA, PPN, [0231]2662234
3683,Kapadia Multispecility Hospital (A Unit of DIVINE HOSPICARE LLP )- Mumbai,"MG Road, Opp Raga Hotel, Goregaon West Mumbai 400062", MUMBAI, 400062, MAHARASHTRA, PPN, [022]28797400
3684,BHAGWATI SUPERSPECIALITY ENDOSCOPY HOSPITAL - NASHIK,"SHREYAS PLAZA, NAVSHAKTI CHOWK, BHABHA NAGAR", NASIK, 422011, MAHARASHTRA, PPN, [253]2505401
3685,SUMAN EYE CLINIC & SURGERY CENTRE LLP - MUMBAI,"B 103, SUMAN APTS, LOKHANDWALA COMPLEX", MUMBAI, 400053, MAHARASHTRA, Other, [022]26326508
3686,IASIS HOSPITAL - VASAI EAST - MUMBAI,"EVERSHINE CITY, VASAI (EAST), DIST. THANE MAHARASHTRA - 401208", MUMBAI, 401208, MAHARASHTRA, PPN, [250]8655774200
3687,ASHIRWAD CRITICAL CARE UNIT AND MULTISPECIALITY HOSPITAL - MUMBAI,"NAVINJYOT BUILDING, R R T ROAD, MULUND WEST, MUMBAI 400080", MUMBAI, 400080, MAHARASHTRA, PPN, [22]25606500
3688,PHOENIX HOSPITALS PVT. LTD.MUMBAI,"BLOCK 895/1789, NR. GURU NANAK SCHOOL", MUMBAI, 421005, MAHARASHTRA, PPN, [0251]0251-2524389
3689,Pranav Multispeciality Hospital - Thane,"Sai Nirman Plaza, 1 st flr, Pandit naka shahapur.", THANE, 421601, MAHARASHTRA, PPN, [2527]9221355100
3690,VEDANT HOSPITAL LLP - NASIK,"Shreehari Kute Marg,Near Mumbai Naka,Nashik", NASIK, 422002, MAHARASHTRA, PPN, [253]0253-2313811
3691,BHOIR HOSPITAL - KALYAN,"101/NEW GURUKRUPA APT.,BIRLA COLLEGE ROAD ,KALYAN (w)", KALYAN, 421301, MAHARASHTRA, PPN, [2512]230864
3692,GUJAR HOSPITAL AND MATERNITY HOME - AKLUJ,"CS NO. 2260, plot no 49/50 , Gulavenagar ,Shankarnagar Road, Akluj Tal- Malshiras Dist- Solapur", AKLUJ, 413101, MAHARASHTRA, PPN, [2185]226331
3693,HOLY CROSS HOSPITAL -KALYAN,"KARNIK ROAD, POST OFFICE KALYAN WEST. THANE, MAHARASHTRA", KALYAN, 421301, MAHARASHTRA, PPN," [251]2328630, 6993390"
3694,ZENITH HOSPITAL - MUMBAI,"PARTH BUSINESS PLAZA, NEAR MITH CHOWKI LINK ROAD MALAD (WEST)", MUMBAI, 400064, MAHARASHTRA, PPN, [22]28837861
3695,Health Hi Tech Orthopaedic and Surgical Hospital-MUMBAI,"51-B, Sai -Kripa Plot 51, Dutta Mandir Road, Dahanukar Wadi, Kandivali West Mumbai 400067", MUMBAI, 400067, MAHARASHTRA, PPN, [022]022 - 28672100
3696,ABANE HOSPITAL -Pune,"PARMAR COMPLEX,BEHIND LOKSEVA HANUMAN MANDIR,GROUND FLOOR,", PUNE, 411028, MAHARASHTRA, PPN, [020]26993128
3697,Sushrut Hospital -Nallasopara,"1st Floor , Satyam Complex , Opp Axis Bank, Stn Road , Nalasopara West, Thane ----", NALLASOPARA, 401203, MAHARASHTRA, PPN, [250]7666465622
3698,Dr. Kodgire's Sai Hospital - Aurangabad,"RM-15, Near Hi-Tech College Gate, Maharana Pratap Chowk, Bajajnagar Waluj MIDC - Aurangabad", AURANGABAD, 431136, MAHARASHTRA, PPN, [240]2552080
3699,DRASHTI EYE HOSPITAL-KHARGHAR-NAVI MUMBAI,"4-5 Keystone Elita, D Mart Road, Sec- 15, Plot - 49, Kharghar, Navi Mumbai", NAVI MUMBAI, 410210, MAHARASHTRA, PPN, [22]7045788993
3700,GLOBAL EYE CLINIC-Ghatkopar,"305-306, SHOPZONE COMPLEX, M.G. ROAD, GHATKOPAR WEST, MUMBAI 400086", MUMBAI - GHATKOPAR, 400086, MAHARASHTRA, PPN, [22]25127755
3701,Smt. Fulabai Bhausaheb Bansude Hospital - LATUR,"New Renapur Naka Opposite telephone office , Yashoda nagar, Latur", LATUR, 413531, MAHARASHTRA, Other, [2382]227301
3702,Asha Multispeciality Hospital-Kalmboli-New Mumbai,"Plot no.10, sector 16, roadpali kalmboli, new mumbai,410218", NAVI MUMBAI, 410218, MAHARASHTRA, PPN, [22]7208032921
3703,SUKHAM HOSPITAL-KARANJADE-PANVEL,"GANESH NAGAR, BH. GANESH TEMPLE, URAN NAKA, KARANJADE, PANVEL , RAIGAD", PANVEL, 410206, MAHARASHTRA, PPN, [22]9022839988
3704,OM NETRALAYA & STREE CLINIC-PUNE,"1ST FLOOR,SIDDHI PRERANA COMPLEX,SAI CHOWK,NEW SANGVI,PUNE", PUNE, 411027, MAHARASHTRA, PPN, [20]27286106
3705,OM EYE CARE - PUNE,"30, Laxmi Classic, Pratik Nagar Chowk, Alandi Rd, Visharant Wadi, Pune, Maharashtra 411015", PUNE, 411015, MAHARASHTRA, PPN, [20]6401 7559
3706,ANANDA HOSPITAL-MUMBAI,"Krimson Park,Next To Corporation Bank,", MUMBAI, 400058, MAHARASHTRA, PPN, [22]26779922
3707,SHREE SAI MULTISPECIALITY HOSPITAL - KAMOTHE,"B101,A103,104 PLOT NO 3A FIRST FLOOR ,SINHGAD SOCIETY,SECTOR 7", MUMBAI, 410209, MAHARASHTRA, Other, [22]9930436415
3708,MAX NEURO HOSPITAL PRIVATE LTD - PUNE,"opp Alfa Laval,Mumbai pune Highway,Kasarwadi,Pimpri", PUNE, 411034, MAHARASHTRA, PPN, [020]67333666
3709,SHANTI SAROJ NETRALAY - MIRAJ,"901/902, BESIDE SUNDAR NAGAR,ANAND NURSING HOME ROAD, MIRAJ, SANGLI", MIRAJ, 416410, MAHARASHTRA, PPN, [0233]2212646
3710,CHINTAMANI HOSPITAL - PUNE,"53, Jedhe Nagar, Bibwewadi", PUNE, 411037, MAHARASHTRA, PPN, [020]24212112
3711,DHANVANTARI HOSPITAL - MUMBAI,"C 101 TO 104, DHANLAXMI BUILDING, MOHILI VILLAGE, ANDHERI(E)", MUMBAI, 400072, MAHARASHTRA, PPN, [022]25157570 / 25157574
3712,ASTHA HOSPITAL - PUNE,"PLOT NO 25 SPINE ROAD , CHIKHALI PRADHIKARN ,CDC, PCNTDC", PUNE, 411019, MAHARASHTRA, Other, [020]65112110
3713,APPLE HOSPITAL - PUNE,"HINJEWADI ROAD, NEXT TO BAJAJ SERVICE CENTRE, AUNDH-JAGTAP DAIRY, VISHAL NAGAR,", PUNE, 411027, MAHARASHTRA, PPN, [20]20272244
3714,MANDHANIYA CANCER HOSPITAL AND RESEARCH INSTITUTE - NAGPUR,"A-WING, NEETI GAURAV COMPLEX, 20, CENTRAL BAZAR ROAD, NEAR LOKMAT BUILDING,", NAGPUR, 440010, MAHARASHTRA, PPN, [0712]0712-2442166
3715,DR PIMPRIKAR HOSPITAL -NASIK,"Govind Nagar Chowk-5, Behind Hotel Prakash Mumbai Naka", NASHIK, 422009, MAHARASHTRA, Other," [0253]2471512/13,,,"
3716,SHASHWAT HOSPITAL -AUNDH - PUNE,251/1/1/1/1+2+3+4/7 OPP. D.A.V. SCHOOL (NEW BUILDING), PUNE, 411007, MAHARASHTRA, Other, [020]27297999
3717,MEENAKSHI MULTISPECIALTY HOSPITAL - SATARA,"S.NO. 6/1+2, PLOT NO 4 & 5, SATARA-KOREGAON ROAD", SATARA, 415003, MAHARASHTRA, Other, [02162]245101/102
3718,MAXCARE HOSPITAL & LAPAROSCOPIC SURGERY INSTITUTE-NAGPUR,"FRIST FLOOR, HYATT MEDICARE, PLOT NO.12. KHARE MARG, DHANTOLI", NAGPUR, 440012, MAHARASHTRA, PPN, [0712]2446666
3719,"GRANT MEDICAL FOUNDATION, RUBY HALL CLINIC - WANOWARIE - PUNE","59/6, AZAD NAGAR", PUNE, 411040, MAHARASHTRA, Other, [020]66494949
3720,GAJANAN HOSPITAL & ADVHANCE ADV. ENDOSCOPIC ENT SURGERY CENTRE-AHMEDNAGAR,"PLOT NO. 8, SATBHAI MALA, DELHI GATE,", AHMEDNAGAR, 414001, MAHARASHTRA, PPN, [0241]2325425 / 24
3721,GHUMATKAR HOSPITAL - PUNE,"KASVA COMPLEX ,WADA ROOD RAJGURUNAGAR, TAL: KHED", PUNE, 410505, MAHARASHTRA, PPN, []9881317041
3722,GANDHI HOSPITAL - NAVI MUMBAI,"101,103 RUBY COMMERCIAL COMPELX", NAVI MUMBAI, 400022, MAHARASHTRA, Other, [022]27794097
3723,ATHARVA HOSPITAL & RESEARCH CENTRE - MUMBAI,"SAI PRASAD BLDG, OPP CROMA SHOWROOM, NEAR CINEMAX THEATER SION EAST", MUMBAI, 400022, MAHARASHTRA, PPN, [022]65616640 / 24016640
3724,LIFEPOINT MULTISPECIALTY HOSPITAL - PUNE,"SR.NO.145/1,MUMBAI-BANGALURU HIGHWAY, NEAR SAYAJI HOTEL,BHUMKAR CHOCK,WAKAD.", PUNE, 411057, MAHARASHTRA, PPN, [020]66434343
3725,APEX MULTISPECIALTY HOSPITALS - BORIVALI(EAST) - MUMBAI,"OFF. WESTERN EXPRESS HIGHWAY,", MUMBAI, 400066, MAHARASHTRA, PPN, [022]28703377
3726,VIVEKANAND HOSPITAL - Latur,Vidya Nagar, LATUR, 413512, MAHARASHTRA, Other, [02382]245901/2/3
3727,SPANDAN HOSPITAL AND CRITICAL CARE CENTRE - ASHTA,ASHTA- ISLAMPUR ROAD, ASHTA, 416301, MAHARASHTRA, PPN, [23042]242112
3728,Shri Ramkrishna Nursing Home-PANVEL,"Prajapati Cascade CHS 1st Floorm Sec 1, Road No. 18, New Panvel", PANVEL, 410206, MAHARASHTRA, PPN, [022]27481331
3729,DISHA HOSPITAL - MUMBAI,"om shree sai dham chs, ghatkopar-andheri link road, asalpha village, ghatkopar-andheri link road", MUMBAI, 400084, MAHARASHTRA, PPN, [0]7039394433
3730,H R HOSPITAL & TRAUMA CENTRE - THANE,"BLDG-A/1,GREEN PARK,SHANTI PARK, MIRA ROAD EAST THANE,", THANE, 401107, MAHARASHTRA, PPN, [022]28109200
3731,HI-TECH EYE SURGERY & LASER CENTRE - PUNE,"OFFICE NO. 1&2, 1ST FLOOR, PARMAR PAWAN, OPP. RUPEE BANK, MAIN KONDHWA ROAD, PUNE 411048", PUNE, 411048, MAHARASHTRA, PPN," [20]26835088, 7588327115"
3732,Alliance Multispeciality Hospital LLP - ICHALKARANJI,"14/41/2,Behind Suraj Gas Godown,Chandur Road Ichalkranji", ICHALKARANJI, 416115, MAHARASHTRA, PPN, [230]2435001
3733,HCG APEX Cancer Centre -Borivali (W)- Mumbai,"Holy Cross Road,IC Colony", MUMBAI, 400092, MAHARASHTRA, PPN, [22]62579999
3734,Tej Vedant Hospital - Navi Mumbai,"Natasha tower,sector 17,Plot 84,koperkhairane,Navi Mumbai.", NAVI MUMBAI, 400709, MAHARASHTRA, PPN, [22]02227542311
3735,Nirmal Neurocare & Superspeciality Centre - Nanded,"Paras Plaza, Near Bus Stand, Doctors Lane", NANDED, 431601, MAHARASHTRA, PPN, [2462]247799/66/55
3736,SHREE HOSPITAL - PUNE,"A/p karandi. Tal shirur, dist pune. 412208", PUNE, 412208, MAHARASHTRA, PPN, [2138]255155
3737,BALAJI HOSPITAL - ULWE - NAVI MUMBAI,"Balaji Hospital, Ground Floor, Shop No. 1, Plot No. 84, Sector - 5, Ulwe Navi Mumbai.", NAVI MUMBAI, 410206, MAHARASHTRA, PPN, [0]9004340478 / 7039139446
3738,YASH HOSPITAL - PUNE,"Survey No,168/10+11, Behind Sadhana Gir's High School,Keshav Chowk, D.P. Road, Malwadi", PUNE, 411028, MAHARASHTRA, PPN, [020]26737071/26737072
3739,APEX SUPERSPECIALITY HOSPITALS PRIVATE LIMITED - BORIVALI WEST - MUMBAI,L T ROAD BESIDES PUNJAB & SIND BANK, MUMBAI, 400091, MAHARASHTRA, PPN, [22]2898 66 77/46/47/47
3740,Lions Tarachand Bappa Hospital (Managed by Tejnaksh Healthcare Limited) - MUMBAI,"LION TARACHAND BAPA HOSPITAL MARG, JAIN SOCIETY", MUMBAI, 400022, MAHARASHTRA, PPN, [022]24044983
3741,ASHA BAL & NETRA RUGNALAYA-AHMEDNAGAR,"14/41/2, NEAR D MART, SAMBHAJI CHAWK, ICHALKARANJI", AHMEDNAGAR, 416115, MAHARASHTRA, PPN, [230]9822781701
3742,OPTILIFE HOSPITAL NX-(Run By Hermes Health Care Pvt. Ltd) -MUMBAI,1 ST FLOOR SAI PARADISE BLDG, MUMBAI, 421202, MAHARASHTRA, PPN, [251]2496335
3743,Parshwa Netralaya - Jalgaon,"36, Opp ambedkar market, Vivekanand Nagar", JALGAON, 425001, MAHARASHTRA, PPN, [257]2238305
3744,SMILE ICH & ATBC - AKOLA,"RAMDASPETH, BIRLA ROAD, AKOLA", AKOLA, 444001, MAHARASHTRA, PPN, [724]2411481/2411813
3745,SUNLIGHT HOSPITAL - BHIWANDI,"BHANDARI CHOWK AUTO RICKSHAW STAND, BHANDARI COMPOUND", BHIWANDI, 421302, MAHARASHTRA, PPN, [2522]279827 / 9322 -279827
3746,KRISHNAMAI MULTISPECILITY HOSPITAL - ASHTA,Dudhgaon ROAD NEAR BUS STAND, ASHTA, 416301, MAHARASHTRA, PPN, [2342]242012
3747,ST ANNS HOSPITAL - THANE,OPP-KASHIMIRA POLICE STATION, THANE, 401107, MAHARASHTRA, PPN, [22]28458663
3748,Optilife Multispeciality Hospital - Dombivli (E )- Mumbai,"Opp.Shivaji Udyaog Nagar Police Chowki, Manpada Road, Patharli, Dombivli (E )", MUMBAI, 421201, MAHARASHTRA, PPN, [251]8080805918
3749,Shree Prajakta Multispeciality Hospital-BHIWANDI,"President Plaza, Residency, 1 St Floor, C Wing, Shivaji Chouck Bhiwandi 421302", BHIWANDI, 421302, MAHARASHTRA, PPN, [2522]9970202217 / 8237299423
3750,SHRI MARKANDEY SOLAPUR SAHAKARI RUGNALAY & RESEARCH CENTRE - SOLAPUR,"FINAL PLOT NO. 19, PACCHA PETH, SOLAPUR - 413005", SOLAPUR, 413005, MAHARASHTRA, PPN, [0217]0217-2452064
3751,SYNERGY HOSPITAL & RESEARCH CENTRE - NASIK,"WAGHULDE PLAZA, GEETANAGAR BUS STOP, DINDORI ROAD,", NASIK, 422004, MAHARASHTRA, PPN, [0253]2530177
3752,GURUKRUPA HOSPITAL AND POLYCLINIC - THANE,"1st Floor,Savitri Apartment B. P. Road, Near Sai Baba Temple, Bank Of Maharashtra, Bhayander (E)", THANE, 401105, MAHARASHTRA, PPN, [022]28192954 / 28182914
3753,BALAJI HOSPITAL - THANE,"SONAM EKTA TOWER, 1ST FLOOR,GOLDEN NEST PHASE-VI", MUMBAI, 401105, MAHARASHTRA, Other, [022]28117955
3754,DIABETIC ASSOCIATION OF INDIA - S.L. RAHEJA HOSPITAL AND RESEARCH CENTRE -MUMBAI,"S.L. RAHEJA HOSPITAL AND RESEARCH CENTRE, RAHEJA RUGNALAYA MARG, MAHIM - WEST, MUMBAI - 400016", MUMBAI, 400016, MAHARASHTRA, PPN, [22]022-66529999
3755,MEHTA NURSING HOME - MUMBAI,"101,RITE GOLDEN CREST BLDG,OPP.HANUMAN TEMPLE,S V ROAD,DAULAT NAGAR", MUMBAI, 400066, MAHARASHTRA, Other, [22]28939565
3756,METRO CITY HOSPITAL & CRITICAL CARE CENTRE - NAGPUR,"NEAR SAKKARDARA CHOWK, RESHIMBAG, UMRERD ROAD, NAGAPUR", NAGPUR, 440009, MAHARASHTRA, PPN, [0712]2746344
3757,WALVATKAR'S EYE CARE CENTRE - THANE,"110/B,KRISHNA TOWER ,KAPURBAWDI JUNCTION,GHODBUNDER RD,THANE WEST,THANE 400607", THANE, 400607, MAHARASHTRA, Other, [22]9820961760
3758,Sahyadri Hospitals Private Limited NAGAR ROAD - PUNE,"SR.NO 185 A, 199, 200 A-B. 201, SAHYADRI SPECIALITY HOSPITAL PHASE II, SHASTRI NAGAR,YERWADA", PUNE, 411006, MAHARASHTRA, Other, [20]67271111
3759,SHWAS MULTISPECIALITY HOSPITAL - PUNE,"MEGA CENTER,PUNE-NASIK HIGHWY,MEDANKARWADI,CHAKAN,TAL-KHED,DIST-PUNE", PUNE, 410501, MAHARASHTRA, PPN, [2135]278111
3760,DHANVANTARI HOSPITAL - BHAYANDER,RADHA GOVINDA PARK UTTAN RD.BHAYANDER (W), MUMBAI, 401101, MAHARASHTRA, Other, [022]28141123
3761,THUNGA HOSPITAL PVT. LTD - TMRCT,"AM - 32, TARAPUR, MIDC,BOISAR ,MIDC", THANE, 401506, MAHARASHTRA, PPN, [2525]02525-270308/309/310
3762,ANKUR MATERNITY AND NURSING HOME - NASHIK,"PLOT. NO 1, VRUNDAWAN NAGAR, NEAR MAULI LAWNS, ITI, AMBAD LINK ROAD, KAMAT WADE", NASHIK, 422001, MAHARASHTRA, PPN, [253]23704770
3763,DALVI NURSING HOME - MUMBAI,"ADITYA HERITAGE APARTMENT, FIRST FLOOR , V.N.PURAV MARG, CHUNABHATTI EAST", MUMBAI, 400022, MAHARASHTRA, PPN, [022 ]24051116/7/8
3764,SWASTIK HOSPITAL & ICCU-THANE,"RAJSHREE SHAHU MAHARAJ COMPLEX , KAMGAR HOSPITAL ROAD, NEXT TO NITIN SIGNLE", THANE, 400604, MAHARASHTRA, PPN, [022]25822968
3765,REVIVAL BONE AND JOINT HOSPITAL - THANE,"YOJNA, BUILDING, OFF GOKHALE ROAD, NEAR MALHAR TEATRE, NAUPADAM,", THANE, 400602, MAHARASHTRA, PPN, [22]25376801/2/3
3766,NEELAM NURSING HOME (LENEST) - MALAD (W),"Laxmi Palace, Sundar Nagar,S. V. Road, Malad (W)", MUMBAI, 400064, MAHARASHTRA, Other, [022]28713871
3767,STAR CITY MULTISPECIALITY HOSPITAL PVT LTD,"ANANT SUDHA BHAVAN, NEAR GOPAL CHOWK, CHAKKI NAKA, KALYAN (E)", KALYAN, 421306, MAHARASHTRA, PPN, [251]2350165
3768,DR. POOJAS CHILD CARE HOSPITAL - MIRA ROAD -(E),"ROW HOUSE NO 4, EVERSHINE ENCLAVE. NEAR RASSAZ CINEMA", THANE, 401107, MAHARASHTRA, Other, [022]28108905
3769,DR.SAVLA'S POLYCLINIC AND NURSING HOME - MUMBAI,"B-6/7,DHARMODAYA, 1ST FLOOR B WING JIVDAYA LANE GHATKOPAR (W)", MUMBAI, 400086, MAHARASHTRA, Other, [022]25164899
3770,IMAX MULTISPECIALITY HOSPITAL LLP - PUNE,"WAGHOLI,OPP.KESNAND PHATA,SANT TUKARAM NAGAR, TALUKA HAVELI,WAGHOLI,", PUNE, 412207, MAHARASHTRA, PPN," [020]65285111, 9665377779"
3771,HITECH UROLOGY CENTRE - MUMBAI,"K. SUSHOBHAN, GROUND FLOOR,SAROJINI NAIDU ROAD, KANDIVALI (W),NEAR BHURABHAI HALL,", MUMBAI, 400067, MAHARASHTRA, Other, [22]28062525 / 9821761880 / 9821342620
3772,DR. THAKURS EAR NOSE THROAT CLINIC AND HOSPITAL - BHANDUP (W) MUMBAI,"100 A RR REALTY, LBS MARG, BHANDUP (W)", MUMBAI, 400078, MAHARASHTRA, Other, [022]25946869
3773,UNITED CIIGMA INSTITUTE OF MEDICAL SCIENCES PVT LTD.(UNITED CIIGMA HOSPITAL) - AURANGABAD,"SURVEY NO.8,9,235. DHARGEROAD, NEAR SHAHANOOR MIYA DRAGA SHAHANOORWADI", AURANGABAD, 431005, MAHARASHTRA, PPN, [0240]2366666
3774,BHARATI HOSPITAL AND RESEARCH CENTRE - PUNE,"PUNE SATARA ROAD,DHANAKWADI", PUNE, 411043, MAHARASHTRA, PPN, [020]40555555
3775,YASHODA MATERNITY AND NURSING HOME - Mira Road - Mumbai,"A/101-104, Sanghvi Sai Darshan co. Op. Hsg. Soc. Ltd. Near Silver Park Mira-Bhy Road", MUMBAI, 401107, MAHARASHTRA, Other, []9819158514
3776,NIRAMAYA HOSPITAL - DHULE,"80 FEET ROAD,NEAR NATARAJ THEATRE,", DHULE, 424004, MAHARASHTRA, PPN, [02562]229380
3777,SIX SIGMA MEDICARE & RESEARCH LTD - NASIK,"SADGURU'S, OPP. WATER TANK, MAHATMA NAGAR,", NASIK, 422007, MAHARASHTRA, PPN, [0253]6066677
3778,GUPTA ENT HOSPITAL - NAGPUR,"RAJKAMAL COMPLEX IST FLOOR PANCHSHEEL SQUARE,", NAGPUR, 440012, MAHARASHTRA, PPN, [0712]2438283
3779,VISHWESH CHILDRENS HOSPITAL - NASIK,"BEHIND TUPSAKHARE LAWNS,IDKE COLONY,MUMBAI NAKA NASIK", NASIK, 422001, MAHARASHTRA, PPN, [253]2317852
3780,SUSHRUT MATERNITY AND SURGICAL NURSING HOME - MUMBAI,"101 / 102, Shuparna Building No. 5, Siddhartha Nagar, Mira Road", MUMBAI, 401107, MAHARASHTRA, Other, [022]28126313
3781,DIVYAJYOT HOSPITAL - NASHIK,"2, HariBhakti, Artillery Center Road, Opp. Surana Hospital, Nashik Road, Nashik", NASIK, 422101, MAHARASHTRA, PPN, [253]2463355
3782,WARKAD HOSPITAL PRIVATE LTD. - JALNA,"WASUNDHARA NAGAR, NEW MONDHA ROAD, JALNA-431203", JALNA, 431203, MAHARASHTRA, PPN, [248]2482229061
3783,SUNRISE MULTISPECIALITY HOSPITAL- NAVI MUMBAI,"SHIVA KALPATARU ARCADE 1,PLOT 1,SECT.17,KAMOTHE", MUMBAI, 410209, MAHARASHTRA, PPN, [022]32238244
3784,DHANASHRI HOSPITAL - MUMBAI,"SIDDHIVINAYAK TOWER, NEAR COLLECTOR'S OFFICE,NATAKWALA LANE, BORIVALI (W),", MUMBAI, 400092, MAHARASHTRA, PPN," [022]28087780, 28661050"
3785,DESHMUKH EYE HOSPITAL-AMRAVATI,"DAULAT BUILDING, KHAPARDE GARDENS, IRWIN SQUAR", AMRAVATI, 444606, MAHARASHTRA, PPN, [0721]2663151
3786,YOG MULTISPECIALITY AND RESEARCH CENTER - PUNE,"85/1/2, MANJRI GREENS, PUNE - SOLAPUR HIGHWAY, MANJRI BUDRUK, PUNE", PUNE, 412307, MAHARASHTRA, PPN, [20]66784747
3787,CITY HOSPITAL & POLYCLINIC - MUMBAI,"CENTRAL PLAZA, 1ST FLOOR, ABOVE CENTRAL BANK OF INDIA, GOPI MALL, VISHNU NAGAR, DOMBIVLI(W).", MUMBAI, 421202, MAHARASHTRA, PPN, [0251]2495332
3788,PRACHIN HEALTH CARE MULTISPECIALITY HOSPITAL - PANVEL,"PLOT NO:69/2,NEAR GARDEN HOTEL,", PANVEL, 410206, MAHARASHTRA, Other, [22]71333258/259
3789,CARE MULTISPECIALITY HOSPITAL - PUNE,"Kolte Arcade, Near Bazar Tal, Pune Nagar Road, Wagholi, Tal. Haveli", PUNE, 412207, MAHARASHTRA, PPN, [020]27051846
3790,MAYA HOSPITAL & RESEARCH INSTITUTE - NAGPUR,"PLOT NO. P-76, OPP. STATE BANK OF INDIA, M.I.D.C BUTIBORI,NEAR STATE BANK OF INDIA,", NAGPUR, 441108, MAHARASHTRA, PPN, [7103]684885
3791,NATASHA EYECARE & RESEARCH CENTRE - PUNE,BUILDING A SAI SAHEB SHIV SAI LANE, PUNE, 411027, MAHARASHTRA, Other, [20]27702266
3792,M\S VEDANT MUTISPECIALITY HOSPITAL - Thane,"S-3, 2nd FLOOR, VEDANT COMMERCIAL COMPLEX, ABOVE UNION BANK OF INDIA,.", THANE, 400606, MAHARASHTRA, PPN, [22]61122000
3793,KULKARNI ENT AND MATERNITY HOSPITAL - AHMEDNAGAR,"BEHIND MORYA SANSKRUTIK KENDRA,PIPELINE ROAD,SAVEDI ,AHMEDNAGAR 414003.", AHMEDNAGAR, 414003, MAHARASHTRA, PPN, [241]2429622 2425228
3794,SANJEEVANI ORTHOPAEDIC AND FRACTURE HOSPITAL - CHANDRAPUR,"opposite police quarters,tukum, chandrapur", CHANDRAPUR, 442401, MAHARASHTRA, PPN, [7172]9860363627
3795,MUSALE CHILDREN HOSPITAL - CHANDRAPUR,"BEHIND ST STAND, INFRONT OF TANDUR HOTEL", CHANDRAPUR, 442401, MAHARASHTRA, PPN, [07172]8600220005
3796,TULIP HOSPITAL - A UNIT OF SND HEALTHCARE - KOLHAPUR,"Mahalaxmi Bhavan, CS no. 482, E - Ward, Near Hotel Maharaja, Ruikar Colony, Kolhapur.", KOLHAPUR, 416005, MAHARASHTRA, PPN, [231]2666689
3797,"DR. MALWANKAR,S ROMEEN NURSING HOME - MUMBAI","GROUND FLOOR, GAUTAMDHAM BLD., OPP. GAMA HOUSE,", MUMBAI, 400078, MAHARASHTRA, PPN, [22]25962736 / 25942020
3798,DR SATHES HEALTH CARE HOSPITAL AND ICU - URAN,102 A JUVEKAR COMPLEX KARANJA ROAD URAN NAVI MUMBAI, NAVI MUMBAI, 400702, MAHARASHTRA, PPN, [22]9820279389
3799,VISHWARAJ HOSPITAL - PUNE,"Near Loni Railway Station, Pune- Solapur Highway, Loni Kalbhor-Pune 412201", PUNE, 412201, MAHARASHTRA, PPN, [20]02069406060
3800,VCARE HOSPITAL - MUMBAI,"RENISA RESIDENCY APT , RID, NO 101, NEHRU NAGAR KURLA(E)", MUMBAI, 400024, MAHARASHTRA, PPN, [22]25292317
3801,APEX HOSPITAL - PUNE,"13/12 Pawar Nagar Thergaon, PUNE", PUNE, 411033, MAHARASHTRA, PPN, [20]27270088
3802,GEETAI NURSING HOME - AMRAVATI,"Opp. Usmania Masjid, S. T. Stand Road, Amravati", AMRAVATI, 444605, MAHARASHTRA, PPN, [721]2663359
3803,SUSHRUT HOSPITAL - RAJGURUNAGAR,AT POST PUNE NASHIK HIGHWAY RAJGURUNAGAR, RAJGURUNAGAR, 410505, MAHARASHTRA, PPN, [2135 ]223560
3804,"LANDE HOSPITAL - ACCIDENT, FRACTURE, ORTHOPEDIC & REPLACEMENT HOSPITAL","Kolhapur road, behind Hotel Upavan, Ichalkaranji, Kolhapur", KOLHAPUR, 416115, MAHARASHTRA, PPN, [230]2437334
3805,AADITYA HOSPITAL - SANGLI,"MAIN CHOWK, VISHRAMBAUG", SANGLI, 416410, MAHARASHTRA, PPN, [233]2325686
3806,CHOLE EYE HOSPITAL - BHANDARA,"28 VIDHAYANAGAR, OPP MSEB OFFICE N.H. 6 BHANDARA NAGPUR", BHANDARA, 441904, MAHARASHTRA, PPN, [7184]251483
3807,RAMKRISHNA HOSPITAL - A UNIT OF RAMKRISHNA CHARITABLE TRUST - KOLHAPUR,"403, Bhogawati Radhanagari road, Ghotavade, Post - Koulave, Tal- Radhanagari, Kolhapur", KOLHAPUR, 416212, MAHARASHTRA, PPN, [2321]2385767
3808,GOKUL HOSPITAL - NASIK,"Oppo. Metro Zone, Samartha Nagar, Pathardi Shivar", NASIK, 422009, MAHARASHTRA, PPN, [253]2028688
3809,JEEVANJYOTI MULTISPECIALITY HOSPITAL - NAVI MUMBAI,"CHINDHRAN ROAD, DEVICHAPADA, MIDC, TALOJA, NAVI MUMBAI,", NAVI MUMBAI, 410208, MAHARASHTRA, PPN, [022]65037001
3810,SHRADDHA HOSPITAL - PUNE,SHREE KRISHNA NAGAR PIMLE GURAV PUNE .NEAR RAMKRISHNA MANGAL KARYALAYA, PUNE, 411027, MAHARASHTRA, PPN, [020]27250284
3811,SAI SIDDHI MULTISACALITY HOSPITAL - YEOLA,A/P PAREGOAN ROAD SAWMI SAMRTH KENDRAJAWAL YEOLA, NASHIK, 423401, MAHARASHTRA, PPN, [2559]2559266511
